# Table 1 from Gyldenkerne et al. (1975)
# Measurements of HS Hya in instrumental system
# HS Hya   A&A 42, pp. 303-309 (1975)
# npts      JD0        Period
# 533 2441374.5934   1.568035
#   HJD-2440000   phase      d(y)   d(b-y) d(m1)  d(c1)  d(b)   d(v)   d(u)
 n   dd   dm     phase      d(y)   d(b-y) d(m1)  d(c1)  d(b)   d(v)   d(u)
 81 1381 0.66014  0.50547    2.404  0.266  0.019 -0.714  2.670  2.955  2.527
 81 1381 0.66529  0.50876    2.384  0.254  0.036 -0.726  2.638  2.928  2.492
 81 1381 0.66935  0.51135    2.344  0.267  0.021 -0.730  2.611  2.900  2.458
 81 1381 0.67328  0.51385    2.311  0.263  0.019 -0.707  2.574  2.856  2.431
 81 1381 0.67762  0.51662    2.265  0.276  0.005 -0.724  2.542  2.823  2.381
 81 1381 0.68156  0.51913    2.249  0.260  0.015 -0.714  2.509  2.784  2.345
 81 1381 0.68549  0.52164    2.202  0.274  0.008 -0.724  2.476  2.758  2.317
 81 1381 0.68977  0.52437    2.168  0.264  0.024 -0.726  2.433  2.721  2.283
 81 1381 0.69394  0.52703    2.138  0.269  0.012 -0.732  2.407  2.689  2.239
 84 1384 0.56373  0.35721    1.950  0.268  0.009 -0.716  2.218  2.495  2.056
 84 1384 0.56873  0.36040    1.940  0.280  0.003 -0.730  2.220  2.504  2.058
 84 1384 0.58170  0.36867    1.942  0.268  0.011 -0.710  2.210  2.489  2.057
 84 1384 0.58896  0.37330    1.943  0.276  0.008 -0.725  2.219  2.503  2.062
 84 1384 0.59278  0.37574    1.952  0.263  0.025 -0.734  2.215  2.503  2.056
 84 1384 0.59714  0.37852    1.953  0.267  0.012 -0.716  2.220  2.499  2.061
 84 1384 0.60123  0.38113    1.955  0.266  0.012 -0.715  2.221  2.499  2.062
 84 1384 0.60489  0.38346    1.946  0.264  0.024 -0.731  2.211  2.499  2.056
 84 1384 0.60800  0.38544    1.955  0.263  0.019 -0.723  2.218  2.499  2.057
 84 1384 0.61292  0.38858    1.947  0.266  0.021 -0.730  2.214  2.500  2.057
 84 1384 0.61648  0.39085    1.955  0.263  0.020 -0.725  2.217  2.500  2.058
 84 1384 0.62079  0.39360    1.950  0.267  0.015 -0.727  2.217  2.499  2.054
 84 1384 0.62359  0.39539    1.947  0.267  0.018 -0.721  2.214  2.500  2.064
 84 1384 0.62814  0.39829    1.956  0.261  0.025 -0.728  2.216  2.502  2.059
 84 1384 0.63248  0.40106    1.939  0.279  0.002 -0.724  2.218  2.498  2.055
 84 1384 0.63632  0.40351    1.961  0.261  0.020 -0.726  2.222  2.503  2.058
 84 1384 0.64004  0.40588    1.960  0.266  0.013 -0.731  2.225  2.504  2.052
 84 1384 0.64394  0.40836    1.964  0.254  0.030 -0.730  2.218  2.502  2.056
 84 1384 0.64730  0.41051    1.946  0.274  0.008 -0.728  2.220  2.502  2.057
 84 1384 0.65453  0.41512    1.960  0.261  0.021 -0.728  2.221  2.504  2.059
 84 1384 0.65754  0.41704    1.938  0.280  0.007 -0.729  2.217  2.504  2.061
 84 1384 0.66095  0.41921    1.955  0.261  0.029 -0.732  2.217  2.507  2.066
 84 1384 0.66564  0.42220    1.946  0.266  0.021 -0.727  2.212  2.499  2.059
 84 1384 0.66877  0.42420    1.956  0.261  0.027 -0.732  2.217  2.505  2.060
 84 1384 0.67178  0.42612    1.944  0.271  0.016 -0.728  2.215  2.502  2.062
 84 1384 0.67507  0.42822    1.952  0.273  0.011 -0.728  2.225  2.509  2.064
 84 1384 0.67820  0.43021    1.947  0.273  0.008 -0.721  2.220  2.501  2.061
 84 1384 0.68144  0.43228    1.945  0.281 -0.002 -0.719  2.226  2.504  2.064
 84 1384 0.68619  0.43531    1.961  0.269  0.012 -0.727  2.230  2.511  2.064
 84 1384 0.68989  0.43767    1.965  0.260  0.020 -0.728  2.225  2.505  2.057
 84 1384 0.70193  0.44535    1.967  0.259  0.025 -0.732  2.226  2.510  2.062
 84 1384 0.70533  0.44752    1.962  0.259  0.025 -0.735  2.221  2.504  2.053
 84 1384 0.71284  0.45230    1.956  0.274  0.007 -0.725  2.229  2.510  2.065
 84 1384 0.71645  0.45461    1.975  0.257  0.032 -0.738  2.233  2.522  2.073
 84 1384 0.72701  0.46134    2.016  0.262  0.023 -0.733  2.278  2.563  2.115
 84 1384 0.73382  0.46568    2.049  0.272  0.007 -0.724  2.320  2.599  2.154
 84 1384 0.73744  0.46799    2.081  0.266  0.015 -0.720  2.347  2.628  2.189
 84 1384 0.74131  0.47046    2.089  0.280  0.002 -0.733  2.370  2.652  2.201
 84 1384 0.74497  0.47280    2.122  0.280  0.000 -0.719  2.401  2.681  2.242
 84 1384 0.74828  0.47491    2.157  0.269  0.017 -0.735  2.425  2.712  2.263
 84 1384 0.75589  0.47976    2.232  0.256  0.019 -0.712  2.487  2.762  2.326
 84 1384 0.75932  0.48195    2.247  0.279 -0.001 -0.718  2.526  2.804  2.363
 84 1384 0.76348  0.48460    2.282  0.273  0.011 -0.721  2.556  2.840  2.403
 84 1384 0.76676  0.48669    2.332  0.257  0.022 -0.716  2.590  2.869  2.432
 84 1384 0.77013  0.48884    2.338  0.272  0.006 -0.725  2.610  2.888  2.440
 84 1384 0.77656  0.49294    2.382  0.273  0.013 -0.720  2.655  2.940  2.506
 84 1384 0.78063  0.49554    2.427  0.252  0.030 -0.713  2.679  2.961  2.529
 84 1384 0.78362  0.49744    2.414  0.272  0.015 -0.720  2.685  2.972  2.538
 84 1384 0.78795  0.50021    2.422  0.272  0.014 -0.737  2.694  2.980  2.528
 84 1384 0.79138  0.50239    2.434  0.259  0.029 -0.730  2.693  2.980  2.538
 84 1384 0.79476  0.50455    2.421  0.272  0.003 -0.707  2.692  2.967  2.534
 84 1384 0.79820  0.50674    2.391  0.268  0.019 -0.735  2.659  2.947  2.499
 84 1384 0.80201  0.50917    2.369  0.271  0.012 -0.715  2.640  2.923  2.490
 84 1384 0.80549  0.51139    2.364  0.246  0.033 -0.713  2.610  2.890  2.456
 84 1384 0.80902  0.51364    2.318  0.256  0.032 -0.726  2.574  2.861  2.423
 84 1384 0.81248  0.51585    2.278  0.266  0.015 -0.711  2.544  2.825  2.395
 84 1384 0.81634  0.51831    2.262  0.251  0.029 -0.709  2.513  2.793  2.364
 84 1384 0.82012  0.52072    2.219  0.254  0.029 -0.726  2.473  2.756  2.313
 84 1384 0.82400  0.52320    2.181  0.259  0.026 -0.717  2.439  2.724  2.292
 84 1384 0.82775  0.52559    2.154  0.265  0.021 -0.732  2.419  2.705  2.259
 84 1384 0.83189  0.52823    2.126  0.261  0.021 -0.718  2.387  2.670  2.234
 84 1384 0.83557  0.53057    2.099  0.260  0.030 -0.749  2.360  2.650  2.191
 84 1384 0.84009  0.53346    2.053  0.278  0.008 -0.735  2.331  2.617  2.169
 84 1384 0.84437  0.53619    2.044  0.266  0.014 -0.730  2.310  2.591  2.142
 84 1384 0.84827  0.53867    2.011  0.273  0.009 -0.725  2.284  2.566  2.124
 84 1384 0.85275  0.54153    1.996  0.256  0.043 -0.759  2.252  2.551  2.091
 84 1384 0.85687  0.54416    1.973  0.269  0.020 -0.730  2.241  2.530  2.089
 84 1384 0.86063  0.54656    1.966  0.270  0.014 -0.722  2.236  2.519  2.080
 84 1384 0.86492  0.54929    1.951  0.271  0.016 -0.735  2.222  2.509  2.061
 84 1384 0.86871  0.55171    1.962  0.260  0.024 -0.740  2.222  2.506  2.050
 84 1384 0.87275  0.55429    1.960  0.254  0.041 -0.732  2.214  2.510  2.073
 84 1384 0.87759  0.55737    1.962  0.263  0.023 -0.729  2.225  2.512  2.070
 84 1384 0.88237  0.56042    1.955  0.264  0.022 -0.724  2.218  2.504  2.065
 88 1388 0.64280  0.95860    1.992  0.269  0.012 -0.719  2.261  2.541  2.103
 88 1388 0.64714  0.96137    2.012  0.274  0.004 -0.715  2.286  2.564  2.126
 88 1388 0.65148  0.96414    2.045  0.262  0.020 -0.735  2.307  2.589  2.137
 88 1388 0.65541  0.96664    2.053  0.274  0.013 -0.735  2.327  2.614  2.165
 88 1388 0.65798  0.96828    2.099  0.262  0.018 -0.715  2.361  2.640  2.204
 88 1388 0.66226  0.97101    2.123  0.264  0.021 -0.731  2.387  2.673  2.227
 88 1388 0.66597  0.97338    2.143  0.271  0.015 -0.721  2.414  2.700  2.265
 88 1388 0.67013  0.97603    2.183  0.277  0.006 -0.713  2.460  2.744  2.315
 88 1388 0.67343  0.97814    2.211  0.276  0.011 -0.745  2.487  2.774  2.315
 88 1388 0.67650  0.98009    2.238  0.279  0.012 -0.735  2.517  2.808  2.364
 88 1388 0.68107  0.98301    2.303  0.263  0.029 -0.738  2.566  2.858  2.411
 88 1388 0.68570  0.98596    2.325  0.291 -0.008 -0.730  2.616  2.899  2.453
 88 1388 0.68942  0.98833    2.357  0.290  0.004 -0.738  2.647  2.942  2.498
 88 1388 0.69348  0.99092    2.399  0.287  0.003 -0.727  2.686  2.976  2.538
 88 1388 0.69878  0.99430    2.445  0.290  0.002 -0.744  2.734  3.026  2.573
 88 1388 0.70219  0.99648    2.457  0.291  0.009 -0.754  2.748  3.048  2.593
 88 1388 0.70634  0.99912    2.485  0.273  0.022 -0.755  2.757  3.052  2.592
 88 1388 0.70986  0.00137    2.486  0.270  0.022 -0.752  2.757  3.049  2.590
 88 1388 0.71415  0.00410    2.468  0.270  0.018 -0.743  2.739  3.027  2.573
 88 1388 0.71854  0.00690    2.439  0.265  0.036 -0.746  2.704  3.006  2.562
 88 1388 0.72218  0.00922    2.413  0.276  0.016 -0.740  2.689  2.981  2.534
 88 1388 0.72586  0.01157    2.386  0.274  0.011 -0.729  2.660  2.946  2.502
 88 1388 0.72951  0.01390    2.342  0.268  0.029 -0.737  2.610  2.906  2.466
 88 1388 0.73399  0.01676    2.292  0.277  0.019 -0.754  2.569  2.864  2.406
 88 1388 0.73825  0.01947    2.256  0.265  0.026 -0.732  2.521  2.812  2.372
 88 1388 0.74344  0.02278    2.208  0.266  0.026 -0.733  2.474  2.766  2.325
 88 1388 0.74718  0.02517    2.181  0.268  0.009 -0.720  2.449  2.725  2.282
 88 1388 0.75228  0.02842    2.132  0.263  0.025 -0.730  2.395  2.682  2.239
 88 1388 0.75631  0.03099    2.097  0.265  0.022 -0.728  2.363  2.650  2.208
 88 1388 0.76074  0.03382    2.070  0.265  0.015 -0.735  2.335  2.615  2.161
 88 1388 0.76597  0.03715    2.024  0.271  0.020 -0.731  2.296  2.587  2.146
 88 1388 0.77022  0.03986    1.995  0.278  0.011 -0.734  2.272  2.561  2.115
 88 1388 0.77490  0.04285    1.987  0.258  0.034 -0.737  2.245  2.537  2.092
 88 1388 0.78130  0.04693    1.956  0.273  0.009 -0.720  2.230  2.512  2.075
 88 1388 0.78599  0.04992    1.959  0.262  0.025 -0.737  2.221  2.508  2.059
 88 1388 0.78996  0.05245    1.943  0.266  0.026 -0.730  2.209  2.501  2.064
 88 1388 0.79432  0.05523    1.953  0.262  0.025 -0.731  2.216  2.504  2.060
 88 1388 0.81194  0.06647    1.952  0.260  0.041 -0.757  2.212  2.513  2.057
 88 1388 0.81545  0.06871    1.953  0.264  0.024 -0.742  2.217  2.504  2.050
 89 1389 0.52429  0.52076    2.227  0.261  0.031 -0.739  2.488  2.780  2.333
 89 1389 0.52802  0.52314    2.174  0.276  0.009 -0.728  2.451  2.736  2.294
 89 1389 0.53137  0.52528    2.159  0.270  0.017 -0.749  2.429  2.716  2.253
 89 1389 0.53598  0.52822    2.122  0.276  0.004 -0.724  2.398  2.678  2.233
 89 1389 0.54197  0.53204    2.085  0.264  0.020 -0.728  2.348  2.632  2.187
 89 1389 0.54657  0.53497    2.046  0.268  0.010 -0.720  2.314  2.592  2.150
 89 1389 0.55136  0.53803    2.016  0.278  0.001 -0.721  2.294  2.573  2.130
 89 1389 0.55629  0.54117    2.000  0.263  0.024 -0.717  2.263  2.550  2.120
 89 1389 0.55967  0.54333    1.978  0.274  0.011 -0.728  2.252  2.538  2.094
 89 1389 0.56492  0.54667    1.968  0.262  0.028 -0.747  2.231  2.521  2.065
 89 1389 0.56911  0.54935    1.964  0.258  0.031 -0.726  2.222  2.512  2.075
 89 1389 0.57435  0.55269    1.950  0.273  0.012 -0.723  2.222  2.507  2.069
 89 1389 0.57847  0.55532    1.958  0.259  0.034 -0.750  2.217  2.509  2.052
 89 1389 0.58259  0.55794    1.960  0.257  0.035 -0.746  2.217  2.508  2.054
 89 1389 0.58646  0.56041    1.956  0.268  0.012 -0.721  2.225  2.505  2.064
 89 1389 0.59460  0.56560    1.961  0.258  0.032 -0.744  2.219  2.510  2.056
 89 1389 0.60149  0.57000    1.956  0.266  0.022 -0.723  2.222  2.511  2.076
 89 1389 0.60650  0.57319    1.962  0.264  0.019 -0.745  2.226  2.510  2.047
 89 1389 0.61260  0.57708    1.956  0.270  0.019 -0.751  2.226  2.515  2.053
 89 1389 0.62125  0.58260    1.947  0.271  0.018 -0.735  2.217  2.505  2.059
 89 1389 0.62594  0.58559    1.954  0.268  0.015 -0.739  2.222  2.506  2.050
 89 1389 0.62956  0.58790    1.944  0.272  0.015 -0.722  2.216  2.504  2.069
 89 1389 0.63112  0.58889    1.949  0.273  0.011 -0.725  2.223  2.507  2.067
 89 1389 0.63896  0.59389    1.951  0.275  0.000 -0.711  2.226  2.501  2.066
 89 1389 0.64289  0.59640    1.960  0.258  0.028 -0.721  2.218  2.504  2.070
 89 1389 0.65114  0.60166    1.951  0.274  0.008 -0.723  2.226  2.508  2.068
 89 1389 0.65496  0.60410    1.939  0.274  0.013 -0.729  2.213  2.500  2.059
 89 1389 0.65967  0.60710    1.961  0.260  0.026 -0.729  2.221  2.508  2.065
 89 1389 0.66347  0.60952    1.951  0.264  0.024 -0.736  2.215  2.503  2.055
 89 1389 0.66943  0.61332    1.943  0.271  0.020 -0.738  2.214  2.505  2.057
 89 1389 0.67838  0.61903    1.953  0.272  0.003 -0.716  2.225  2.500  2.059
 89 1389 0.68324  0.62213    1.962  0.264  0.011 -0.736  2.226  2.500  2.039
 89 1389 0.68730  0.62472    1.953  0.266  0.017 -0.733  2.219  2.502  2.053
 89 1389 0.69156  0.62744    1.959  0.264  0.022 -0.735  2.223  2.508  2.059
 89 1389 0.69501  0.62964    1.966  0.254  0.029 -0.732  2.220  2.503  2.054
 89 1389 0.69926  0.63235    1.954  0.261  0.032 -0.737  2.215  2.508  2.064
 89 1389 0.70317  0.63484    1.944  0.275  0.011 -0.727  2.219  2.506  2.065
 89 1389 0.70669  0.63709    1.951  0.266  0.017 -0.729  2.217  2.500  2.055
 89 1389 0.71228  0.64065    1.969  0.252  0.036 -0.729  2.221  2.509  2.068
 91 1391 0.52087  0.79406    1.948  0.260  0.028 -0.732  2.209  2.497  2.053
 91 1391 0.52577  0.79719    1.938  0.266  0.022 -0.730  2.204  2.492  2.049
 91 1391 0.52994  0.79985    1.952  0.259  0.027 -0.725  2.210  2.497  2.058
 91 1391 0.53614  0.80380    1.948  0.255  0.037 -0.743  2.203  2.495  2.043
 91 1391 0.57794  0.83046    1.950  0.267  0.018 -0.732  2.217  2.502  2.055
 91 1391 0.58162  0.83281    1.953  0.269  0.011 -0.729  2.222  2.502  2.052
 91 1391 0.58677  0.83609    1.943  0.272  0.012 -0.735  2.215  2.499  2.047
 91 1391 0.59019  0.83827    1.952  0.263  0.015 -0.706  2.215  2.492  2.064
 91 1391 0.59452  0.84103    1.938  0.274  0.009 -0.721  2.211  2.495  2.057
 91 1391 0.59788  0.84318    1.950  0.268  0.018 -0.733  2.218  2.503  2.055
 91 1391 0.60128  0.84534    1.940  0.273  0.010 -0.722  2.213  2.496  2.058
 91 1391 0.60514  0.84781    1.939  0.276  0.006 -0.723  2.215  2.497  2.056
 91 1391 0.61069  0.85135    1.944  0.268  0.017 -0.723  2.212  2.497  2.060
 91 1391 0.61420  0.85358    1.942  0.274  0.007 -0.719  2.216  2.498  2.060
 91 1391 0.61925  0.85680    1.943  0.270  0.017 -0.733  2.213  2.501  2.055
 91 1391 0.62441  0.86010    1.948  0.266  0.021 -0.734  2.214  2.501  2.054
 91 1391 0.62857  0.86275    1.959  0.259  0.027 -0.729  2.218  2.504  2.061
 91 1391 0.63582  0.86737    1.964  0.254  0.031 -0.736  2.218  2.504  2.054
 91 1391 0.64026  0.87020    1.955  0.261  0.031 -0.743  2.216  2.507  2.056
 91 1391 0.64484  0.87312    1.951  0.271  0.009 -0.724  2.222  2.502  2.058
 91 1391 0.65190  0.87763    1.949  0.265  0.025 -0.740  2.214  2.504  2.053
 91 1391 0.65559  0.87998    1.954  0.267  0.016 -0.741  2.221  2.505  2.047
 91 1391 0.66094  0.88339    1.954  0.262  0.021 -0.718  2.216  2.499  2.065
 91 1391 0.67195  0.89041    1.955  0.264  0.016 -0.716  2.219  2.500  2.064
 91 1391 0.67681  0.89351    1.963  0.257  0.029 -0.724  2.220  2.506  2.068
 91 1391 0.68195  0.89679    1.942  0.275  0.007 -0.714  2.217  2.499  2.067
 91 1391 0.68556  0.89909    1.952  0.267  0.020 -0.724  2.219  2.506  2.069
 91 1391 0.69041  0.90219    1.941  0.277  0.006 -0.715  2.219  2.503  2.072
 91 1391 0.69441  0.90474    1.968  0.255  0.025 -0.723  2.223  2.503  2.061
 91 1391 0.69828  0.90721    1.950  0.266  0.021 -0.730  2.217  2.504  2.062
 91 1391 0.70245  0.90986    1.962  0.259  0.027 -0.731  2.221  2.508  2.064
 91 1391 0.70598  0.91212    1.960  0.261  0.025 -0.732  2.222  2.509  2.064
 91 1391 0.71385  0.91714    1.956  0.266  0.018 -0.723  2.222  2.506  2.067
 91 1391 0.71781  0.91966    1.959  0.268  0.010 -0.717  2.228  2.506  2.067
 91 1391 0.72357  0.92333    1.945  0.279  0.002 -0.721  2.224  2.504  2.062
 91 1391 0.72731  0.92572    1.950  0.273  0.013 -0.735  2.223  2.509  2.060
 91 1391 0.73197  0.92869    1.942  0.281  0.002 -0.723  2.222  2.505  2.065
 91 1391 0.73894  0.93314    1.947  0.271  0.012 -0.724  2.217  2.500  2.059
 91 1391 0.74347  0.93603    1.947  0.277  0.002 -0.719  2.224  2.503  2.063
 91 1391 0.74861  0.93930    1.948  0.273  0.008 -0.719  2.222  2.503  2.066
 91 1391 0.75274  0.94194    1.954  0.279 -0.002 -0.720  2.233  2.510  2.068
 91 1391 0.76090  0.94714    1.960  0.264  0.024 -0.730  2.224  2.512  2.069
 91 1391 0.76519  0.94988    1.954  0.268  0.017 -0.729  2.222  2.507  2.063
 91 1391 0.76974  0.95278    1.968  0.263  0.021 -0.729  2.231  2.516  2.071
 91 1391 0.77901  0.95869    2.007  0.261  0.019 -0.725  2.268  2.549  2.104
 91 1391 0.78293  0.96119    2.024  0.262  0.019 -0.720  2.286  2.567  2.127
 91 1391 0.78662  0.96354    2.048  0.261  0.019 -0.721  2.309  2.590  2.149
 91 1391 0.79190  0.96691    2.064  0.267  0.022 -0.724  2.331  2.621  2.186
 91 1391 0.79546  0.96918    2.084  0.273  0.015 -0.723  2.358  2.646  2.212
 91 1391 0.79938  0.97168    2.123  0.266  0.030 -0.746  2.389  2.685  2.236
 91 1391 0.80274  0.97382    2.152  0.270  0.020 -0.736  2.422  2.712  2.266
 91 1391 0.80737  0.97678    2.194  0.270  0.021 -0.735  2.464  2.754  2.310
 91 1391 0.81429  0.98119    2.270  0.267  0.020 -0.738  2.537  2.824  2.373
 91 1391 0.81846  0.98385    2.314  0.258  0.042 -0.753  2.572  2.872  2.419
 91 1391 0.82279  0.98661    2.370  0.260  0.027 -0.744  2.630  2.918  2.461
 93 1393 0.67106  0.16533    1.950  0.264  0.019 -0.730  2.214  2.498  2.051
 93 1393 0.67435  0.16743    1.948  0.264  0.026 -0.742  2.212  2.501  2.048
 93 1393 0.67783  0.16965    1.951  0.262  0.026 -0.731  2.212  2.500  2.056
 93 1393 0.68101  0.17167    1.958  0.257  0.024 -0.723  2.215  2.497  2.056
 93 1393 0.68585  0.17476    1.942  0.273  0.011 -0.731  2.215  2.498  2.051
 93 1393 0.68999  0.17740    1.948  0.265  0.020 -0.735  2.214  2.499  2.048
 93 1393 0.69419  0.18008    1.931  0.282  0.000 -0.729  2.213  2.495  2.048
 93 1393 0.69896  0.18312    1.954  0.253  0.036 -0.736  2.207  2.496  2.049
 93 1393 0.70365  0.18611    1.938  0.275  0.013 -0.741  2.213  2.502  2.049
 93 1393 0.71000  0.19016    1.947  0.265  0.022 -0.739  2.213  2.500  2.049
 93 1393 0.71464  0.19312    1.942  0.270  0.010 -0.728  2.212  2.492  2.044
 93 1393 0.71867  0.19569    1.939  0.263  0.026 -0.715  2.201  2.490  2.063
 93 1393 0.72331  0.19865    1.942  0.271  0.007 -0.716  2.214  2.492  2.054
 93 1393 0.72719  0.20112    1.946  0.266  0.011 -0.722  2.212  2.489  2.045
 93 1393 0.73792  0.20797    1.943  0.265  0.020 -0.721  2.208  2.493  2.058
 93 1393 0.74180  0.21044    1.949  0.271  0.005 -0.724  2.221  2.497  2.051
 93 1393 0.74542  0.21275    1.939  0.275  0.009 -0.726  2.215  2.499  2.057
 93 1393 0.74894  0.21500    1.946  0.266  0.018 -0.730  2.212  2.495  2.049
 93 1393 0.75251  0.21727    1.930  0.278  0.007 -0.729  2.208  2.492  2.047
 93 1393 0.75665  0.21991    1.920  0.289 -0.008 -0.733  2.209  2.489  2.037
 93 1393 0.76250  0.22364    1.946  0.268  0.016 -0.730  2.213  2.497  2.051
 93 1393 0.76675  0.22635    1.950  0.265  0.015 -0.725  2.215  2.496  2.051
 93 1393 0.77144  0.22934    1.955  0.257  0.031 -0.725  2.212  2.500  2.062
 93 1393 0.77547  0.23191    1.947  0.268  0.015 -0.728  2.215  2.499  2.055
 93 1393 0.77888  0.23409    1.950  0.262  0.026 -0.723  2.212  2.500  2.065
 93 1393 0.78217  0.23619    1.939  0.280 -0.003 -0.721  2.219  2.496  2.052
 93 1393 0.78672  0.23909    1.952  0.257  0.023 -0.727  2.209  2.488  2.041
 93 1393 0.79522  0.24451    1.954  0.260  0.030 -0.739  2.214  2.504  2.055
 93 1393 0.79907  0.24697    1.945  0.259  0.028 -0.738  2.204  2.492  2.041
