title  Photometry data for ATLAS2_551047062 from search centered on HS Hya using the atlas calibration catalog
Median of Right Ascension  156.15356, rms   0.00242
Median of Declination      -19.09218, rms   0.00233
Median of magcal_magdep         8.19, rms      0.28
Median of magcal_local_rms      0.25, rms      0.15
Date	year	magcal_magdep	magcal_local_rms	limiting_mag_local	ra	dec	THETA_J2000	ELLIPTICITY	Plate	versionId	AFLAGS	BFLAGS	NUMBER	quality	timeAccuracy	AFLAGSBits	BFLAGSBits	qualitybits
2416495.765381	1904.041709	 8.17	 0.29	11.45	156.15407	-19.09163	-32.5	0.238	ac04529	190	0	1349453824	18235	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416496.856218	1904.044689	 8.04	 0.35	11.55	156.15831	-19.09158	-89.5	0.648	ac04534	190	128	1479475200	59667	4488	0.000700	7	16,17,18,19,21,27,28,30	3,7,8,12
2416497.857364	1904.047424	 8.27	 0.17	 9.52	156.15465	-19.09415	-75.3	0.620	ai02002	183	0	1349453824	92150	4352	0.000700		11,16,17,18,19,21,22,28,30	8,12
2416504.739304	1904.066228	 8.17	 0.20	 9.65	156.15353	-19.08978	 74.0	0.124	ai02021	200	0	1349453824	162333	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416504.778088	1904.066334	 8.10	 0.24	10.86	156.15347	-19.09211	 86.8	0.174	ac04558	190	268435456	1349453824	6704	256	0.000700	28	11,16,17,18,19,21,22,28,30	8
2416520.773961	1904.110038	 8.24	 0.14	10.08	156.15429	-19.09292	-86.3	0.478	ai02101	183	0	1349451776	126158	384	0.000700		16,17,18,19,21,22,28,30	7,8
2416528.737135	1904.131795	 8.14	 0.14	10.02	156.15221	-19.09287	-85.6	0.219	ai02131	183	128	1483669504	280477	392	0.000700	7	16,17,18,19,21,22,27,28,30	3,7,8
2416528.739213	1904.131801	 8.05	 0.19	11.46	156.15357	-19.09270	 88.7	0.677	ac04653	190	0	1349453824	181085	4352	0.000700		11,16,17,18,19,21,22,28,30	8,12
2416534.744210	1904.148208	 8.73	 0.30	13.03	156.15300	-19.09218	-60.5	0.404	b33091	185	0	1349454848	1216594	576	0.000700		10,11,16,17,18,19,21,22,28,30	6,9
2416549.723418	1904.189135	 8.30	 0.22	12.88	156.15369	-19.09197	 81.8	0.305	b33111	185	0	1349454848	685421	576	0.000700		10,11,16,17,18,19,21,22,28,30	6,9
2416549.751812	1904.189213	 8.18	 0.19	12.40	156.15381	-19.09368	 68.0	0.029	am02477	193	0	1349453824	1087261	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416553.662123	1904.199897	 8.05	 0.19	10.51	156.15444	-19.09296	-82.8	0.433	ai02220	200	0	1349453824	253299	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416553.719604	1904.200054	 8.14	 0.17	12.54	156.15368	-19.09286	-88.8	0.374	ac04742	190	0	1349451776	198109	384	0.000700		16,17,18,19,21,22,28,30	7,8
2416556.688862	1904.208166	 8.14	 0.18	10.47	156.15520	-19.09169	 74.4	0.012	ai02231	200	33554432	1349388288	189101	256	0.000700	25	11,17,18,19,21,22,28,30	8
2416563.669942	1904.227240	 8.13	 0.17	10.48	156.15426	-19.09278	-73.8	0.484	ai02250	200	0	1349453824	330580	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416573.654197	1904.254520	 8.29	 0.43	14.30	156.15411	-19.09222	 72.2	0.308	b33205	185	128	1349454848	520329	592	0.000700	7	10,11,16,17,18,19,21,22,28,30	4,6,9
2416573.708559	1904.254668	 8.08	 0.15	11.34	156.15508	-19.09166	 83.4	0.508	am02499	193	0	1349453824	187772	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416576.628437	1904.262646	 8.08	 0.35	11.58	156.15459	-19.09225	 74.3	0.292	ac04808	190	33570816	1349388288	25595	256	0.000700	14,25	11,17,18,19,21,22,28,30	8
2416582.634396	1904.279056	 8.14	 0.22	12.32	156.15371	-19.09320	 85.2	0.435	am02521	193	128	1479478272	920529	328	0.000700	7	10,11,16,17,18,19,21,27,28,30	3,6,8
2416585.709490	1904.287458	 8.40	 0.20	11.95	156.15432	-19.09207	 87.2	0.355	am02540	193	0	1349451776	417459	384	0.000700		16,17,18,19,21,22,28,30	7,8
2416586.599018	1904.289888	 8.36	 0.55	13.86	156.15329	-19.09177	-79.4	0.221	b33360	185	0	1349452800	438445	704	0.000700		10,16,17,18,19,21,22,28,30	6,7,9
2416587.643540	1904.292742	 8.31	 0.50	11.66	156.15413	-19.09299	 64.8	0.219	ac04842	190	268451840	1349191680	73555	256	0.000700	14,28	11,16,17,19,21,22,28,30	8
2416588.610627	1904.295384	 7.97	 0.25	12.49	156.15417	-19.09187	 88.3	0.466	ac04848	190	0	1349453824	280499	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416592.529643	1904.306092	 8.21	 0.21	12.79	156.15402	-19.09359	 79.8	0.073	am02564	193	0	1349452800	956065	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2416604.613082	1904.339107	 8.23	 0.16	13.12	156.15377	-19.09304	 83.3	0.110	am02595	193	0	1349451776	812242	384	0.000700		16,17,18,19,21,22,28,30	7,8
2416605.626897	1904.341877	 7.98	 0.19	12.37	156.15426	-19.09199	-88.0	0.134	am02604	193	0	1349453824	436127	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416612.589237	1904.360900	 8.25	 0.21	12.85	156.15390	-19.09348	 82.5	0.071	am02642	193	0	1349452800	1129636	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2416639.564125	1904.434601	 8.24	 0.28	12.51	156.15407	-19.09295	-71.3	0.086	am02722	193	0	1349453824	1177699	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416641.505515	1904.439906	 8.11	 0.12	12.87	156.15536	-19.09240	 82.7	0.371	am02733	193	0	1349453824	661481	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416644.540691	1904.448199	 8.24	 0.21	12.91	156.15367	-19.09370	-75.4	0.002	am02741	193	0	1349454848	1066332	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2416664.512124	1904.502765	 8.31	 0.27	12.52	156.15399	-19.09350	-54.8	0.140	am02800	193	0	1349451776	801191	384	0.000700		16,17,18,19,21,22,28,30	7,8
2416668.498126	1904.513656	 8.35	 0.30	11.84	156.15465	-19.09231	-53.9	0.140	am02811	193	33570816	1349386240	18124	384	0.000700	14,25	17,18,19,21,22,28,30	7,8
2416796.869368	1904.864397	 8.18	 0.16	12.33	156.15376	-19.09318	 73.4	0.181	am03223	193	0	1349451776	450940	384	0.000700		16,17,18,19,21,22,28,30	7,8
2416803.917896	1904.883655	 8.19	 0.55	10.51	156.15486	-19.09453	-74.2	0.240	ai03045	200	0	1349451776	339770	384	0.000700		16,17,18,19,21,22,28,30	7,8
2416811.937268	1904.905566	 8.21	 0.13	11.57	156.15602	-19.09112	 50.5	0.109	ac05614	190	0	1349453824	104183	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416816.900165	1904.919126	 7.95	 0.23	11.58	156.15357	-19.09221	-29.9	0.166	ac05647	190	16384	1349453824	4092	256	0.000700	14	11,16,17,18,19,21,22,28,30	8
2416818.855404	1904.924468	 8.05	 0.21	10.22	156.15408	-19.09033	 49.0	0.102	ai03142	200	1073741824	1349388288	293976	256	0.000700	30	11,17,18,19,21,22,28,30	8
2416819.863845	1904.927224	 8.26	 0.13	10.56	156.15411	-19.09382	-67.3	0.304	ai03150	200	0	1349451776	361804	384	0.000700		16,17,18,19,21,22,28,30	7,8
2416823.830206	1904.938061	 8.17	 0.25	12.40	156.15368	-19.09319	 69.6	0.144	am03283	193	0	1349453824	1059134	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416825.922455	1904.943777	 8.01	 0.25	12.74	156.15677	-19.08979	 40.1	0.112	ac05704	190	0	1349451776	141679	384	0.000700		16,17,18,19,21,22,28,30	7,8
2416828.849772	1904.951775	 8.00	 0.16	 9.70	156.15530	-19.09329	-78.0	0.244	ai03200	200	0	1349453824	144873	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416829.878990	1904.954587	 8.20	 0.15	10.51	156.15213	-19.09357	-17.5	0.256	ai03211	200	0	1349453824	261746	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416829.923317	1904.954709	 8.32	 0.18	12.68	156.15632	-19.09140	 57.7	0.263	ac05730	190	0	1349453824	255633	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416831.923920	1904.960175	 8.18	 0.17	12.09	156.15607	-19.09147	 48.1	0.178	ac05743	190	0	1349451776	88587	384	0.000700		16,17,18,19,21,22,28,30	7,8
2416843.866210	1904.992804	 8.04	 0.20	 9.26	156.15448	-19.09218	-70.8	0.440	ai03253	183	0	1349453824	126741	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416854.822498	1905.022801	 7.99	 0.24	12.03	156.15381	-19.09127	-16.0	0.380	ac05817	190	16384	1349453824	19976	256	0.000700	14	11,16,17,18,19,21,22,28,30	8
2416854.857255	1905.022897	 8.18	 0.22	12.80	156.15388	-19.09334	 68.3	0.069	am03299	193	0	1349454848	1080634	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2416860.760615	1905.039070	 8.23	 0.12	12.58	156.15465	-19.09173	 74.1	0.365	am03335	193	0	1349453824	611400	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416860.799966	1905.039178	 8.16	 0.14	12.78	156.15628	-19.09100	 18.0	0.181	ac05836	190	128	1479477248	184353	264	0.000700	7	11,16,17,18,19,21,27,28,30	3,8
2416861.755055	1905.041795	 8.16	 0.78	 9.78	156.15606	-19.08923	 32.9	0.019	ai03316	183	301989888	1349126144	199489	256	0.000700	25,28	11,17,19,21,22,28,30	8
2416862.810570	1905.044686	 8.20	 0.15	10.30	156.15198	-19.09495	-63.6	0.174	ai03322	183	0	1349453824	207492	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416871.796029	1905.069304	 8.31	 0.31	12.49	156.15394	-19.09153	 -8.4	0.332	am03349	193	33570816	1349388288	24853	256	0.000700	14,25	11,17,18,19,21,22,28,30	8
2416872.740245	1905.071891	 8.21	 0.18	10.58	156.15508	-19.09221	-33.8	0.265	ac05895	190	16384	1349451776	992	384	0.000700	14	16,17,18,19,21,22,28,30	7,8
2416872.916289	1905.072373	 8.26	 0.20	13.59	156.15596	-19.09162	 79.4	0.422	am03350	193	0	1349451776	500442	384	0.000700		16,17,18,19,21,22,28,30	7,8
2416874.782334	1905.077486	 8.03	 0.29	11.02	156.15404	-19.09126	-27.8	0.354	ac05910	190	16384	1349453824	6242	256	0.000700	14	11,16,17,18,19,21,22,28,30	8
2416877.734126	1905.085573	 8.14	 0.47	10.18	156.15434	-19.09294	 79.4	0.031	ai03399	200	33554432	1349388288	175227	256	0.000700	25	11,17,18,19,21,22,28,30	8
2416880.783906	1905.093929	 8.11	 0.25	12.62	156.15768	-19.08955	 41.9	0.296	ac05939	190	0	1349453824	135573	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416884.731598	1905.104744	 8.19	 0.22	10.45	156.15348	-19.09247	-31.2	0.079	ai03440	200	0	1349453824	183139	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416887.727328	1905.112952	 8.05	 0.35	11.21	156.15343	-19.09184	-18.4	0.221	ac05973	190	16384	1349453824	2412	256	0.000700	14	11,16,17,18,19,21,22,28,30	8
2416888.730865	1905.115701	 8.12	 0.21	10.55	156.15167	-19.09313	-55.8	0.114	ai03462	183	0	1349453824	209920	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416890.715080	1905.121137	 8.19	 0.18	10.22	156.15400	-19.09254	-86.7	0.258	ai03471	183	0	1349453824	101581	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416902.707856	1905.153994	 8.18	 0.10	12.50	156.15569	-19.09061	 20.3	0.158	ac06067	190	0	1349451776	313678	384	0.000700		16,17,18,19,21,22,28,30	7,8
2416904.728734	1905.159531	 8.03	 0.19	10.04	156.15358	-19.09223	-55.9	0.419	ai03557	200	0	1349453824	316137	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416906.689701	1905.164903	 8.15	 0.19	10.43	156.15489	-19.09203	 58.0	0.128	ai03571	200	33554432	1349388290	342444	256	0.000700	25	1,11,17,18,19,21,22,28,30	8
2416909.725499	1905.173221	 8.12	 0.17	12.48	156.15583	-19.09102	 43.2	0.116	ac06119	190	0	1349451776	315866	384	0.000700		16,17,18,19,21,22,28,30	7,8
2416916.632734	1905.192144	 8.14	 0.26	12.05	156.15450	-19.09355	 84.0	0.125	am03377	193	0	1349451776	971807	384	0.000700		16,17,18,19,21,22,28,30	7,8
2416918.686811	1905.197772	 8.35	 0.50	11.96	156.15362	-19.09242	-51.4	0.185	am03381	193	16384	1349453824	55286	256	0.000700	14	11,16,17,18,19,21,22,28,30	8
2416922.599997	1905.208493	 8.40	 0.52	11.64	156.15422	-19.09066	-17.4	0.219	am03386	193	268451840	1349453824	99712	256	0.000700	14,28	11,16,17,18,19,21,22,28,30	8
2416934.637898	1905.241474	 8.14	 0.30	13.60	156.15337	-19.09218	  7.8	0.128	b35662	185	0	1349454848	460384	576	0.000700		10,11,16,17,18,19,21,22,28,30	6,9
2416934.649671	1905.241506	 8.29	 0.19	12.55	156.15494	-19.09171	 80.6	0.318	am03409	193	0	1349453824	844754	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416935.567957	1905.244022	 8.15	 0.19	11.89	156.15449	-19.09305	-82.0	0.077	am03415	193	0	1349453824	33587	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416938.650244	1905.252466	 7.80	 0.28	11.98	156.15430	-19.09222	  5.2	0.105	ac06249	190	33570816	1349388288	28591	256	0.000700	14,25	11,17,18,19,21,22,28,30	8
2416941.651747	1905.260690	 8.10	 0.16	12.82	156.15529	-19.09225	 75.4	0.272	am03438	193	0	1349453824	424679	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416947.542625	1905.276829	 8.06	 0.23	12.28	156.15374	-19.09265	 69.9	0.157	am03451	200	0	1349451776	576195	384	0.000700		16,17,18,19,21,22,28,30	7,8
2416959.614634	1905.309903	 8.14	 0.28	12.73	156.15431	-19.09193	 25.8	0.115	ac06311	190	0	1349453824	512984	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416960.623046	1905.312666	 8.15	 0.28	12.62	156.15556	-19.09329	-83.4	0.450	am03476	193	0	1349454848	936137	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2416968.546975	1905.334375	 8.25	 0.38	12.29	156.15379	-19.09130	-20.8	0.254	am03492	193	16384	1349453824	27013	256	0.000700	14	11,16,17,18,19,21,22,28,30	8
2416974.569138	1905.350874	 8.12	 0.26	12.16	156.15452	-19.09112	  6.0	0.105	ac06359	190	0	1349453824	168167	256	0.000700		11,16,17,18,19,21,22,28,30	8
2416976.554300	1905.356313	 8.08	 0.18	13.56	156.15358	-19.09413	 15.1	0.114	am03510	193	0	1349452800	714507	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2416977.547681	1905.359035	 8.76	 0.35	13.00	156.15423	-19.09226	 67.4	0.377	b35983	185	128	1349454848	908136	593	0.000700	7	10,11,16,17,18,19,21,22,28,30	0,4,6,9
2416979.554525	1905.364533	 8.19	 0.16	12.79	156.15356	-19.09421	 17.2	0.166	am03532	193	0	1349451776	366815	384	0.000700		16,17,18,19,21,22,28,30	7,8
2416981.617459	1905.370185	 8.17	 0.16	12.18	156.15543	-19.09103	 80.2	0.322	am03541	193	0	1349451776	271626	384	0.000700		16,17,18,19,21,22,28,30	7,8
2416992.613506	1905.400311	 8.18	 0.11	12.79	156.15547	-19.09202	 85.6	0.345	am03565	193	0	1349451776	459314	384	0.000700		16,17,18,19,21,22,28,30	7,8
2417018.539235	1905.471340	 8.24	 0.22	12.92	156.15580	-19.09131	-79.4	0.232	am03644	196	0	1349451776	575896	384	0.000700		16,17,18,19,21,22,28,30	7,8
2417186.866604	1905.932511	 8.15	 0.16	13.17	156.15646	-19.09228	 85.3	0.383	am04016	193	0	1349454848	444444	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2417195.812704	1905.957021	 8.08	 0.14	12.87	156.15380	-19.09411	 42.3	0.066	am04030	193	0	1349452800	370577	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2417195.856339	1905.957141	 8.25	 0.24	12.28	156.15352	-19.09114	-14.2	0.402	am04031	193	16384	1349453824	32788	256	0.000700	14	11,16,17,18,19,21,22,28,30	8
2417235.815155	1906.066617	 8.08	 0.15	13.39	156.15533	-19.09146	 49.0	0.232	ac07199	190	0	1349454848	196664	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2417236.846765	1906.069443	 7.92	 0.26	12.31	156.15260	-19.08889	-15.8	0.395	ac07209	190	33570816	1349388288	28444	256	0.000700	14,25	11,17,18,19,21,22,28,30	8
2417236.849535	1906.069451	 8.14	 0.22	10.26	156.15069	-19.09136	-77.7	0.211	ai04682	183	128	1483669504	521673	392	0.000700	7	16,17,18,19,21,22,27,28,30	3,7,8
2417238.783711	1906.074750	 8.00	 0.12	12.92	156.15771	-19.09356	-49.6	0.249	am04061	193	0	1349453824	685578	256	0.000700		11,16,17,18,19,21,22,28,30	8
2417244.761745	1906.091128	 8.11	 0.10	12.77	156.15609	-19.09220	 79.5	0.355	am04094	193	0	1349453824	476055	256	0.000700		11,16,17,18,19,21,22,28,30	8
2417244.793477	1906.091215	 8.21	 0.15	13.18	156.15581	-19.09109	 54.2	0.162	ac07248	190	0	1349451776	278685	384	0.000700		16,17,18,19,21,22,28,30	7,8
2417256.785883	1906.124071	 8.08	 0.15	13.00	156.15343	-19.09444	 32.1	0.198	am04106	193	0	1349454848	586841	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2417265.681745	1906.148443	 8.16	 0.19	10.85	156.15462	-19.09241	-15.9	0.278	ai04794	183	0	1349453824	356569	256	0.000700		11,16,17,18,19,21,22,28,30	8
2417266.676952	1906.151170	 8.28	 0.20	10.60	156.15335	-19.09250	-19.7	0.130	ai04801	200	0	1349453824	337652	256	0.000700		11,16,17,18,19,21,22,28,30	8
2417268.688486	1906.156681	 8.10	 0.20	10.71	156.15374	-19.09095	-39.4	0.337	ai04804	183	0	1349453824	321171	256	0.000700		11,16,17,18,19,21,22,28,30	8
2417283.700291	1906.197809	 8.36	 0.22	11.90	156.15412	-19.09210	-75.2	0.075	am04128	193	33570816	1349388288	26293	256	0.000700	14,25	11,17,18,19,21,22,28,30	8
2417283.747037	1906.197937	 8.16	 0.15	12.31	156.15358	-19.09338	 48.1	0.181	am04129	193	0	1349453824	255040	256	0.000700		11,16,17,18,19,21,22,28,30	8
2417291.649787	1906.219588	 8.24	 0.14	10.03	156.15307	-19.09116	-42.8	0.380	ai04873	200	0	1349451776	157187	384	0.000700		16,17,18,19,21,22,28,30	7,8
2417299.530885	1906.241181	 8.25	 0.24	12.66	156.15406	-19.09283	 87.4	0.079	am04158	193	0	1349454848	821204	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2417324.683655	1906.310092	 8.15	 0.23	12.94	156.15628	-19.09238	-86.1	0.364	am04166	193	0	1349452800	472291	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2417328.581621	1906.320772	 8.17	 0.60	11.15	156.15407	-19.09180	 78.7	0.063	ac07506	190	268451840	1349191680	20417	256	0.000700	14,28	11,16,17,19,21,22,28,30	8
2417331.592608	1906.329021	 8.16	 0.12	11.26	156.15335	-19.09201	-40.9	0.367	ac07519	190	0	1349451776	123678	384	0.000700		16,17,18,19,21,22,28,30	7,8
2417335.590871	1906.339975	 8.19	 0.15	12.63	156.15378	-19.09377	 40.0	0.126	am04200	193	0	1349452800	296665	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2417342.556203	1906.359058	 8.01	 0.14	10.81	156.15339	-19.09149	 20.8	0.140	ac07543	190	0	1349453824	149648	256	0.000700		11,16,17,18,19,21,22,28,30	8
2417346.570016	1906.370055	 8.12	 0.23	12.00	156.15400	-19.09254	-72.9	0.298	am04238	193	0	1349453824	31138	256	0.000700		11,16,17,18,19,21,22,28,30	8
2417524.839249	1906.858464	 8.23	 0.19	13.17	156.15331	-19.09396	 20.6	0.161	am04677	193	0	1349454848	663374	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2417530.850369	1906.874933	 8.19	 0.16	12.08	156.15308	-19.09268	-20.2	0.221	am04696	193	0	1349453824	72968	256	0.000700		11,16,17,18,19,21,22,28,30	8
2417537.915877	1906.894290	 8.03	 0.32	11.80	156.15470	-19.09173	-18.8	0.349	ac08039	190	33570816	1349388288	19166	256	0.000700	14,25	11,17,18,19,21,22,28,30	8
2417544.858941	1906.913312	 8.16	 0.29	 9.26	156.15556	-19.09172	-11.2	0.078	ai05512	200	268435456	1349189632	151998	384	0.000700	28	16,17,19,21,22,28,30	7,8
2417562.864856	1906.962643	 7.96	 0.17	12.94	156.15708	-19.09183	-85.8	0.218	am04731	193	0	1349454848	603372	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2417585.813861	1907.025517	 7.92	 0.41	11.95	156.15447	-19.09310	-22.2	0.579	ac08147	190	268451840	1349191680	24620	256	0.000700	14,28	11,16,17,19,21,22,28,30	8
2417592.775850	1907.044591	 8.13	 0.23	10.09	156.15225	-19.09353	 26.8	0.200	ai05601	183	0	1349453824	117590	256	0.000700		11,16,17,18,19,21,22,28,30	8
2417597.815850	1907.058400	 8.21	 0.20	13.08	156.15432	-19.09127	 66.4	0.166	ac08172	190	0	1349453824	261675	256	0.000700		11,16,17,18,19,21,22,28,30	8
2417599.763068	1907.063734	 8.03	 0.30	10.65	156.15432	-19.09331	-16.1	0.445	ac08187	190	16384	1349453824	1373	256	0.000700	14	11,16,17,18,19,21,22,28,30	8
2417599.763068	1907.063734	 8.22	 0.44	 9.87	156.15260	-19.09322	  2.3	0.329	ai05630	183	0	1349453824	118474	256	0.000700		11,16,17,18,19,21,22,28,30	8
2417617.790278	1907.113124	 8.04	 0.13	11.74	156.15396	-19.09162	 29.8	0.635	ac08235	190	128	1349451778	231265	4481	0.000700	7	1,16,17,18,19,21,22,28,30	0,7,8,12
2417628.690253	1907.142987	 8.12	 0.14	 9.73	156.15252	-19.09404	 -0.3	0.226	ai05699	200	512	1886324736	65519	256	1.000000	9	11,16,17,18,19,21,22,28,29,30	8
2417628.741156	1907.143126	 7.82	 0.24	11.87	156.16190	-19.09216	-89.7	0.720	ac08275	190	41943168	1349386240	49842	4481	0.000700	7,23,25	17,18,19,21,22,28,30	0,7,8,12
2417656.001900	1907.217813	 8.26	 0.20	 9.95	156.15343	-19.09384	-22.0	0.164	ai05781	200	512	1886324738	229042	256	1.000000	9	1,11,16,17,18,19,21,22,28,29,30	8
2417679.646099	1907.282592	 8.22	 0.14	11.54	156.15425	-19.09189	 83.7	0.405	am04762	193	0	1349451776	356389	384	0.000700		16,17,18,19,21,22,28,30	7,8
2417681.624127	1907.288011	 8.10	 0.22	13.11	156.15454	-19.09106	 33.2	0.055	ac08420	190	0	1349451776	456859	384	0.000700		16,17,18,19,21,22,28,30	7,8
2417683.630105	1907.293507	 8.20	 0.29	11.63	156.15380	-19.09255	 89.5	0.287	am04766	193	0	1349453824	775090	256	0.000700		11,16,17,18,19,21,22,28,30	8
2417685.657074	1907.299060	 8.01	 0.19	13.30	156.15798	-19.09225	 88.4	0.384	am04776	193	0	1349452800	398263	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2417698.570154	1907.334439	 8.21	 0.56	11.74	156.15358	-19.09254	 87.3	0.414	am04791	193	0	1349453824	54290	256	0.000700		11,16,17,18,19,21,22,28,30	8
2417704.533585	1907.350777	 8.16	 0.19	12.25	156.15427	-19.09362	 66.2	0.170	am04805	193	0	1349452800	778169	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2417706.576444	1907.356374	 8.18	 0.19	11.80	156.15406	-19.09270	 89.0	0.443	am04819	193	0	1349453824	728383	256	0.000700		11,16,17,18,19,21,22,28,30	8
2417712.532917	1907.372693	 8.64	 0.47	12.85	156.15352	-19.09269	 68.9	0.374	b37418	186	268435456	1349192704	999563	576	0.000700	28	10,11,16,17,19,21,22,28,30	6,9
2417719.542997	1907.391899	 8.34	 0.23	12.47	156.15294	-19.09120	-54.0	0.108	am04856	193	16384	1349453824	62894	256	0.000700	14	11,16,17,18,19,21,22,28,30	8
2417719.612592	1907.392089	 7.96	 0.13	12.50	156.15525	-19.09249	 85.2	0.390	am04857	193	0	1349453824	445490	256	0.000700		11,16,17,18,19,21,22,28,30	8
2417727.513541	1907.413736	 8.09	 0.21	12.68	156.15382	-19.09294	 81.2	0.148	am04874	193	0	1349451776	1183628	384	0.000700		16,17,18,19,21,22,28,30	7,8
2417730.564644	1907.422095	 8.03	 0.23	12.87	156.15691	-19.09197	 62.4	0.133	am04892	193	0	1349453824	434922	256	0.000700		11,16,17,18,19,21,22,28,30	8
2417970.834245	1908.080148	 8.08	 0.25	12.54	156.15664	-19.08447	 17.0	0.668	ac09211	190	8388608	1349386240	135008	4480	0.000700	23	17,18,19,21,22,28,30	7,8,12
2417974.813480	1908.091020	 8.19	 0.18	12.81	156.15448	-19.09102	-86.9	0.040	ac09227	190	0	1349453824	585277	256	0.000700		11,16,17,18,19,21,22,28,30	8
2417983.769883	1908.115491	 8.25	 0.23	11.94	156.15398	-19.09189	-88.9	0.311	ac09265	190	0	1349453824	108184	256	0.000700		11,16,17,18,19,21,22,28,30	8
2418001.764405	1908.164657	 8.18	 0.31	13.37	156.15493	-19.09090	 50.7	0.129	ac09306	190	0	1349454848	392650	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2418004.709482	1908.172704	 8.01	 0.34	12.86	156.15490	-19.09098	 76.8	0.148	ac09310	190	0	1349453824	155354	256	0.000700		11,16,17,18,19,21,22,28,30	8
2418008.737344	1908.183709	 8.11	 0.18	13.42	156.15440	-19.09148	 66.4	0.160	ac09319	190	0	1349454848	374487	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2418013.720194	1908.197323	 8.64	 0.43	10.90	156.15370	-19.09119	-89.3	0.295	ac09334	190	67108992	1349386243	101139	385	0.000700	7,26	0,1,17,18,19,21,22,28,30	0,7,8
2418020.696468	1908.216384	 8.15	 0.20	11.92	156.15476	-19.09130	 37.3	0.098	ac09350	190	0	1349453824	267830	256	0.000700		11,16,17,18,19,21,22,28,30	8
2418022.685769	1908.221819	 8.19	 0.21	12.11	156.15424	-19.09217	-53.4	0.158	ac09356	190	0	1349453824	121516	256	0.000700		11,16,17,18,19,21,22,28,30	8
2418026.684561	1908.232745	 8.36	 0.38	12.43	156.15417	-19.09250	 -8.8	0.249	am05328	193	16384	1349453824	54393	256	0.000700	14	11,16,17,18,19,21,22,28,30	8
2418033.657933	1908.251798	 8.03	 0.15	12.53	156.15539	-19.09268	 82.0	0.178	am05352	193	0	1349454848	690309	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2418034.676503	1908.254581	 7.97	 0.17	10.48	156.15349	-19.09256	-81.7	0.161	ai06682	183	1073741824	1349388288	295223	256	0.000700	30	11,17,18,19,21,22,28,30	8
2418038.642901	1908.265418	 8.13	 0.26	12.53	156.15411	-19.09209	-38.8	0.084	ac09394	190	128	1349453827	262683	257	0.000700	7	0,1,11,16,17,18,19,21,22,28,30	0,8
2418040.645436	1908.270889	 8.26	 0.22	13.00	156.15404	-19.09370	 53.8	0.055	am05374	193	0	1349452800	954161	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2418041.583319	1908.273452	 8.14	 0.26	10.47	156.15254	-19.09238	-34.9	0.309	ai06705	183	0	1349451776	172481	384	0.000700		16,17,18,19,21,22,28,30	7,8
