,ra,dec,clon,clat,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
35,156.1531941,-19.092511,b'10h24m36.77s',b'-19d05m33.04s',0.0303,0.0264,-0.0096,6.516,0.026,41.1,4.507,6.875,0.014,77.0,1.872,1,0,0000,AA,10,57172.57134892,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.078241,194.868867
36,156.1531053,-19.092568,b'10h24m36.75s',b'-19d05m33.24s',0.026,0.0248,0.0045,6.538,0.031,35.2,3.395,6.831,0.012,91.3,9.73,1,0,0000,AA,10,57172.63692791,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.427361,228.924613
37,156.1532581,-19.0925541,b'10h24m36.78s',b'-19d05m33.19s',0.0241,0.0228,-0.0105,6.762,0.015,73.1,64.19,6.909,0.013,85.3,7.502,1,0,0000,AA,10,57172.70263416,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.303834,139.418737
38,156.1531689,-19.0924992,b'10h24m36.76s',b'-19d05m33.00s',0.0239,0.0278,-0.0067,6.511,0.027,40.2,2.862,6.87,0.012,90.5,4.759,1,0,0000,AA,10,57172.76821314,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.110862,252.617803
39,156.153179,-19.0925308,b'10h24m36.76s',b'-19d05m33.11s',0.0253,0.0258,-0.0085,6.516,0.023,46.5,5.636,6.879,0.013,84.7,4.459,1,0,0000,AA,10,57172.89949845,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.163334,205.93795
40,156.1531881,-19.0925402,b'10h24m36.77s',b'-19d05m33.14s',0.0262,0.027,-0.0119,6.437,0.025,43.6,5.603,6.905,0.013,86.4,2.82,1,0,0000,AA,10,57173.03065641,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.185207,192.626488
41,156.1531126,-19.0925694,b'10h24m36.75s',b'-19d05m33.25s',0.0268,0.0245,-0.0117,6.509,0.021,51.5,4.91,6.888,0.012,94.0,6.275,1,0,0000,AA,10,57173.16194172,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.412445,226.128926
42,156.1530591,-19.0923476,b'10h24m36.73s',b'-19d05m32.45s',0.0278,0.0242,-0.0136,6.902,0.018,59.6,59.66,6.934,0.014,76.8,16.51,1,0,0000,AA,10,57364.87581931,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.701828,316.922758
43,156.1531255,-19.0924855,b'10h24m36.75s',b'-19d05m32.95s',0.0289,0.0258,-0.0089,6.576,0.031,34.7,2.647,6.873,0.013,80.9,1.594,1,0,0000,AA,10,57365.00697785,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.253957,273.657286
44,156.1530766,-19.0925586,b'10h24m36.74s',b'-19d05m33.21s',0.0305,0.0283,-0.0066,6.499,0.033,33.1,4.137,6.85,0.015,72.4,4.586,1,0,0000,AA,10,57365.1381364,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.487054,239.532709
45,156.1531894,-19.0924346,b'10h24m36.77s',b'-19d05m32.76s',0.0252,0.0234,-0.0104,6.628,0.023,46.9,15.24,6.853,0.011,100.5,8.251,1,0,0000,AA,10,57365.20371569,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.20267,349.751037
46,156.1530576,-19.0925149,b'10h24m36.73s',b'-19d05m33.05s',0.0265,0.0215,-0.0075,6.533,0.025,43.6,5.981,6.855,0.012,90.2,9.939,1,0,0000,AA,10,57365.26929494,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.492666,259.516643
47,156.1531303,-19.0923861,b'10h24m36.75s',b'-19d05m32.59s',0.0339,0.0445,-0.0158,6.247,0.035,31.2,5.784,6.789,0.016,68.6,6.242,1,0,0000,AA,10,57365.33474678,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.442863,327.627908
48,156.1532784,-19.0925329,b'10h24m36.79s',b'-19d05m33.12s',0.0298,0.0289,0.0033,6.535,0.03,36.0,5.622,6.787,0.013,83.5,22.28,1,0,0000,AA,10,57365.33487419,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.308203,120.072838
49,156.1530741,-19.0924344,b'10h24m36.74s',b'-19d05m32.76s',0.0285,0.0266,-0.0138,6.63,0.022,49.5,26.0,6.754,0.012,87.6,25.44,1,0,0000,AA,10,57365.40032608,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.472773,295.047937
